idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
journals/sigmod/MukhopadhyayGS03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776989%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1984,37095,1984_37095
journals/sigmod/Snodgrass03,m-l6e98xxOsJ,1985,48837,1985_48837
journals/sigmod/OConnellW03,SeDkIL_DlRwJ,1988,24330,1988_24330
conf/vldb/FaloutsosMS96,j9sPZ8fYBJMJ,1989,16126,1989_16126
journals/sigmod/GottlobKP03,rDRdlwdHGb0J,1990,41381,1990_41381
conf/vldb/DarFJST96,95lS1rShpqQJ,1991,55877,1991_55877
journals/sigmod/David03,vhUs7wTpUOoJ,1995,56834,1995_56834
journals/sigmod/MarchiLPT03,B0gGtPpx7uUJ,1998,25510,1998_25510
conf/vldb/VermeerA96,bEddMdwB2_4J,2000,44976,2000_44976
conf/vldb/LinLYZ03,9rbctPoEdNUJ,2001,40633,2001_40633
conf/vldb/AltinelBKMPR03,hd5JHUAr6z4J,2009,13720,2009_13720
conf/vldb/AnciauxBP03,gYELZxhiJx8J,2015,63030,2015_63030
conf/vldb/BergerBSW03,Wjg_SYCySOsJ,2041,30337,2041_30337
conf/vldb/Cabrera03,url:http://wwwdb.informatik.uni-rostock.de/vldb2003/papers/S31P01.pdf,2048,5521,2048_5521
conf/vldb/CliftonFHKLS03,FF4u5cqjanQJ,2049,31289,2049_31289
conf/vldb/DeckerK03,es2kSNccUGMJ,2050,40384,2050_40384
conf/vldb/NathDKGKS03,FirBsg8jxtkJ,2051,18968,2051_18968
conf/vldb/LakshmananPZ03,tcnjvKELfs0J,2056,51696,2056_51696
conf/vldb/ChenJLP03,BGcx_nZKM4wJ,2078,8694,2078_8694
conf/vldb/VelegrakisMP03,JYQUV-XahekJ,2105,3543,2105_3543
conf/vldb/KornMZ03,hBoL6DaFUMYJ,2117,36166,2117_36166
conf/vldb/SchmidtWKCMB02,ET_i3QwZryQJ,2145,22957,2145_22957
conf/vldb/MahnkeMS02,VhxIKKG8oWYJ,2161,53477,2161_53477
conf/vldb/GarofalakisG01,rcSfDxBif40J,2170,59027,2170_59027
conf/vldb/KoudasS03,F0VufxHFRP8J,2185,59997,2185_59997
conf/vldb/JagatheesanMPW03,InqySB8bkKkJ,2186,20641,2186_20641
conf/vldb/CeriM03,hFPNVe44A04J,2187,11236,2187_11236
conf/vldb/RamamurthyDS02,DAlyofX710AJ,2191,12580,2191_12580
conf/vldb/GarofalakisG02,S6PWjHRFORYJ,2194,18259,2194_18259
conf/vldb/Mohan02,eyxIItge9MQJ,2195,22367,2195_22367
conf/vldb/Sarawagi02,BJ0pr7FqzzoJ,2196,18387,2196_18387
conf/vldb/Moerkotte02,jiGdThcReckJ,2205,25029,2205_25029
conf/vldb/HulgeriS02,syoqNSarAscJ,2212,181,2212_181
conf/vldb/ChandrasekaranF02,b408sdGcY3UJ,2213,21016,2213_21016
conf/vldb/ChienVZTZ02,SgUc7R0GR6QJ,2220,21988,2220_21988
journals/tods/RaschidL96,rUpu2pcFa8cJ,2273,52053,2273_52053
journals/tods/Galindo-LegariaR97,g4p3K22hY_oJ,2277,29520,2277_29520
journals/tods/CliffordDIJS97,1XXrXRdYiFQJ,2278,23820,2278_23820
journals/vldb/HelmerM03,lqAgqxpXpxMJ,2287,11941,2287_11941
journals/vldb/Li03,XkdLpQ5x-YIJ,2290,42470,2290_42470
journals/vldb/HalkidiNVV03,tFe0FjHYe2MJ,2291,47383,2291_47383
journals/vldb/AtluriJY03,tZ8ckEl9UrUJ,2296,5789,2296_5789
journals/tods/Snodgrass01a,8vtUokULDisJ,2343,10930,2343_10930
journals/tods/FranklinCL97,vqboZ3T4n4AJ,2345,63208,2345_63208
journals/tods/DattaVCK99,MN3TUh03FgkJ,2364,35809,2364_35809
journals/tods/CasatiCPP99,vFYKSBlZfK4J,2376,2454,2376_2454
journals/vldb/SheikholeslamiCZ00,eFgoWIVr71IJ,2404,56216,2404_56216
journals/vldb/LometS97,QIv1JU2suAEJ,2412,3586,2412_3586
journals/vldb/SteinbrunnMK97,0WXQjwXCy0QJ,2413,39810,2413_39810
journals/vldb/ApersCS02,url:http://www.springerlink.com/index/0JGDE6A9JHWT3CF5.pdf,2444,12983,2444_12983
journals/vldb/Halevy02,UF-RyjST87cJ,2467,14538,2467_14538
journals/vldb/Amer-YahiaCLS02,79CvVWsqYLcJ,2470,57868,2470_57868
journals/vldb/Atkinson00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D765219%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,2484,2951,2484_2951
journals/vldb/AbbadiSW01,url:http://portal.acm.org/citation.cfm%3Fid%3D599610.599633,2493,14856,2493_14856
journals/vldb/C95b,url:http://www.springerlink.com/index/J267M1G774146066.pdf,2527,42853,2527_42853
journals/vldb/StonebrakerALPSSSY96,FnypYUw9pwEJ,2529,55238,2529_55238
journals/vldb/NybergBCGL95,RhKSGU-DhQUJ,2535,13928,2535_13928
journals/vldb/C95a,r9tT5zsNnCQJ,2545,23547,2545_23547
journals/vldb/Barbara-MillaG94,mFHdV09MfG8J,2564,44466,2564_44466
conf/vldb/BerckenS96,GfvntjAdvVYJ,2573,38886,2573_38886
journals/sigmod/WenLMZ03,5KdceadGf8cJ,2576,33063,2576_33063
conf/vldb/LakshmananSS96,0VHtbuWJCQUJ,2580,4675,2580_4675
journals/sigmod/AilamakiG03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,2581,34631,2581_34631
journals/sigmod/MeltonE02,6uelfg3RgEoJ,2587,23642,2587_23642
journals/sigmod/Snodgrass02b,KENWBobILMwJ,2591,6646,2591_6646
journals/sigmod/AbererCH02,ulDBbXl-6Q4J,2595,17218,2595_17218
journals/sigmod/ShethM02,B_axrPz8j5EJ,2598,5564,2598_5564
journals/sigmod/SpynsMJ02,jD6nDNmhP3AJ,2602,24150,2602_24150
conf/vldb/RysNS96,sRcMuuo3-BEJ,2603,348,2603_348
journals/sigmod/MaximilienS02,hgjhR8PwNVwJ,2606,49532,2606_49532
journals/sigmod/BusslerFM02,RaOQG4YyzM4J,2608,35093,2608_35093
journals/sigmod/LacroixB03,url:http://portal.acm.org/citation.cfm%3Fid%3D640990.641003%26dl%3Dportal%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,2609,28429,2609_28429
journals/sigmod/Aberer03a,6MY_fFzgHtgJ,2616,1273,2616_1273
