idScholar,title,authors,venue,year,ROW_ID
oKBW-pfIDhQJ,Developing a WNSS based on J2EE architecture,"YJ Li, W Shang, YQ Feng","Proceedings of 2002 International Conference on Management  &hellip;,",,1456
O9A-15rmzOsJ,Maintenance of implication integrity constraints under updates to constraints,"NS Ishakbeyoglu, ZM Ozsoyoglu","The VLDB Journal The International Journal on Very Large  &hellip;,",1998,1457
RAI0frCm6XkJ,Gral: An Extensible Relational Database System for Geometric Applications,RH Giiting,,,1458
vP7eQVlTbaUJ,Protecting the self from the negative consequences of risky decisions,"RA Josephs, RP Larrick, CM Steele, RE Nisbett","Journal of Personality and Social Psychology,",1992,1459
bnkP_MXjTPcJ,"J., and Muntz, RR 1997. STING: A statistical information grid approach to spatial data mining",WY Wang,Proc. Int. Conf. Very Large Databases,,1460
YhU9XLgwW1kJ,Towards a new multimedia synchronization mechanism and its formal definition,"JP Courtiat, RC de Oliveira, LFR da Costa Carmo","Proceedings of the second ACM international conference on  &hellip;,",1994,1461
I0KBB-n-eF8J,"etal., Prospector: A Content-Based Multimedia Object Server for Massively Parallel Architectures","WOÌ¢??Connell, IT Ieong, D Schrader","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",,1462
9helCh8mlFIJ,Handbook of Capillary Electrophoresis,JP Landers,,1997,1463
_JMdBOuK7j0J,STRUCTURAL STUDIES ON CYTOSKELETAL PROTEINS,cmbl.org.pl,,,1464
Qmgmqih7_gIJ,"A translation approach to portable ontology specifications, Knowledge Systems Laboratory",TR Gruber,"Stanford University, Technical Report KSL 92-71, http://www-ksl.",,1465
a-jbsI9NuM8J,Community On-Line: New Professional Environments for Higher Education,T Di Petta,"New Directions for Teaching and Learning,",1998,1466
XswlJn64eh4J,Teaching with historical novels a four step approach,"J Smith, D Dobson","Social Studies and the Young Learner,",1993,1467
_09-Ce4H5bkJ,OUTCOMES OF DIETITIAN INVOLVEMENT WITH LEUKEMIA PATIENTS RECEIVING TOTAL PARENTERAL NUTRITION,C Mattson,,2002,1468
mUMcLjidABoJ,Distributed Processes: A Concurrent Programming Concept Comm,P Brinch-Hansen,,,1469
p18-SvLEqvEJ,How musical is man (p. 111),J Blacking,,1973,1470
M3QKdCEFIRMJ,Universal standardization of bone density measurements: a method with optimal properties,"SL Hui, S Gao, XH Zhou, CC Johnston, Y Lu, CC  ",,1996,1471
PlWvbdNFCAMJ,Assessing prepulse inhibition of startle in wild-type and knockout mice,MA Geyer,"Psychopharmacology,",1999,1472
lpuErTjd6dQJ,The virtual squadrons of Fightertown,D Kinney,"Acm Press Siggraph Series,",1998,1473
oQBRhARXInAJ,Similar and differential behaviour between the nectin-afadin-ponsin and cadherin-catenin systems  ,"T Asakura, H Nakanishi, T Sakisaka, K Takahashi, K ","Genes to Cells,",1999,1474
LbHDTfakDPQJ,Further observations on the usefulness of the sonographic murphy sign in the evaluation of suspected ,R Bree,"Journal of Emergency Medicine,",1996,1475
8YMbNjpnb_wJ,Adding Relevance to XML.,"A Theobald, G Weikum","WebDB (Informal Proceedings),",2000,1476
6vOFHWyQpQwJ,STABCOL: Graph Isomorphism Testing Using the WL-Algorithm,"L Babel, S Baumann, M Ludecke, G Tinhofer","Technical University of Munich,",,1477
DypuuC_4qRAJ,Knowledge sharing project overview,"R Fikes, M Cutkosky, T Gruber, J van Baalen",,1991,1478
8-rNRc2bj8oJ,Defective E-cadherin/catenin complexes in human cancer,"E Van Aken, O De Wever, AS Correia da Rocha, M  ","VIRCHOWS ARCHIV,",2001,1479
Zya3QdSVGygJ,Formula milk versus term human milk for feeding preterm or low birth weight infants,"W McGuire, MY Anthony","Cochrane Database Syst Rev,",2001,1480
V5FYzzeycrYJ,Measuring organizational IS effectiveness: an overview and update of senior management perspectives,"PB Seddon, V Graeser, LP Willcocks","ACM SIGMIS Database,",2002,1481
S5XmAyyFoJsJ,Final evaluation of the Harbinger Program as a demonstration project,R Mulder,"Unpublished manuscript,",,1482
B-Ugy5zB0Z4J,Inside OLE. Microsoft Programming Series,K Brockschmidt,Microsoft,,1483
QgdyJIO3TbAJ,COM programming with Microsoft. NET,"J Templeman, JP Mueller",,2003,1484
QK9BMZw3OTgJ,"are a voluntary organisation with local schemes throughout the UK, which provide support, friendship ",UK Homestart,Contact,,1485
Krm_iqCzlwsJ,Efficient BackProp,"Y LeCun, L Bottou, GB Orr, KR Mueller","LECTURE NOTES IN COMPUTER SCIENCE,",1998,1486
33gRxq1fRbAJ,"J. non-crystalline Solids, 33, 411; 1980","OS PANWAR, M RADHAKRISHNA, KK SRIVASTAVA, KN  ","Phil. Mag,",,1487
MDWUbezm8jYJ,Scanning electrochemical microscopy of a porous membrane,"AJ Bard, G Denuault, C LeeÌ¢?å_","Acc. Chem. Res,",,1488
sUkWPlzheHMJ,Breaking up the Internet logjam,J Dvorak,"PC Magazine,",,1489
9cyBWYOQlAoJ,IT Changes Hit Supply Chains,ML Songini,"Computerworld,",,1490
NTgwXfmvscYJ,From Chromosomal Aberrations to Genes: Linking the Cytogenetic and Sequence Maps of the Human Genome,VG CheungÌ¢?å_,,,1491
uqMv53py38EJ,Case study: factors for early prediction of software development success,"JD Procaccino, JM Verner, SP Overmyer, ME Darter","Information &amp; Software Technology,",,1492
rXWzpuNv4kMJ,Weedy plant species and their beneficial arthropods: potential for manipulation in field crops,W Nentwig,"See Ref,",,1493
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210489AH,Beryllium doping of InP grown by gas-source molecular beam epitaxy(Abstract Only),"T HAKKARAINEN, K RAKENNUS, K TAPPURA, M HOVINEN, M ","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991,1494
UVsqO1tB5BkJ,Databases in Virtual Organizations: A Collective Interview and Call for Researchers,M Winslett,"SIGMOD Record,",2005,1495
__YO1CE_aKcJ,Java and relational databases,"G Clossman, P Shaw, M Hapner, J Klein, R  ","Proceedings of 1998 ACM SIGMOD Conference on Management of  &hellip;,",,1496
Ky07xq_WoQ4J,Identification of the immunodominant HLA-A* 02.01 restricted CTL responses in HIV infection: strong  ,"C Brander, KE Hartman, AK Trocha, ND Jones, S He,  ",,1996,1497
Zu1RT16MpjcJ,Application of wavelet packets algorithm to diesel engines' vibroacoustic signature extraction,"J Zou, J Chen, ZM Geng","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2001,1498
tVoqZpEEHv8J,A predicate-based caching scheme for client-server database architectures,"AM Keller, J Basu","The VLDB Journal The International Journal on Very Large  &hellip;,",1996,1499
8rf9IHGvpQUJ,Cyclosporin as an oral corticosteroid sparing agent in stable asthma,"DJ EVANS, P CULLINAN, DM GEDDES","Cochrane Database Syst. Rev,",2001,1500
XJPduAQD1PkJ,Toward a Descriptive Stakeholder Theory: An Organizational Life Cycle Approach,"IM Jawahar, GL McLaughlin","ACADEMY OF MANAGEMENT REVIEW,",2001,1501
oH83TkzDt4cJ,Physiology of Olivocochlear Efferents,JJ Guinan,"SPRINGER HANDBOOK OF AUDITORY RESEARCH,",1996,1502
XEGKIFFQc_EJ,Routing: On Using the Ad Hoc Network Model in Cellular Packet Data Networks,"HY Hsieh, R Sivakumar","Proc. ACM MOBIHOC,",,1503
dMfIFEA9jiMJ,When Financial Incentives Encourage Work: Complete Eighteen-Month Findings from the Self-Sufficiency ,"W Lin, PK Robins, D Card, K Harknett, S Lui-Gurr","September. Ottawa: Social Research and Demonstration  &hellip;,",,1504
iEj0YmpcPIQJ,Relationships as Natural Categories,"C Sedikides, N Olsen, HT Reis","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993,1505
6gWMPteHvosJ,Grading Student Performance in Real-World Settings,"PA Scanlon, MP Ford","New Directions for Teaching and Learning,",1998,1506
5MbqS0-RzBIJ,3XNF: Redundancy eliminating XML storage in relations,"Y Chen, SB Davidson, Y Zheng",Submitted for,,1507
cT4DwcysBC4J,"Cacao and the economic integration of native society in colonial Soconusco, New Spain",JL Gasco,,1992,1508
Uf4ikz6Bd_IJ,The representative design of person-situation research,LA Pervin,"Personality at,",,1509
FJ0OABPbFuAJ,The Importance of Credit Information and Credit Scoring for Small Business Lending Decisions,A JENNINGS,"Proceedings from the Global Conference on Credit Scoring,",2001,1510
XtFcz806WQEJ,"Declarative Data Cleaning: Model, Language, and Algorithms","H Galhardas, D Florescu, D Sasha, E Simon, CA  ",Proc. VLDB,,1511
K-HgzQINr1QJ,Location Information from the Cellular NetworkÌ¢??an Overview,W Millar,"BT Technology Journal,",2003,1512
8qXUw67wQ8sJ,"Afzaal 5, Speir P, Pergantis SA, Thomas-Oates J EJ Anal","R Pickford, M Miguens-Rodriguez","At. Spectrom,",,1513
CMNhuOzf5jAJ,Male circumcision for prevention of heterosexual acquisition of HIV in men,"N Siegfried, M Muller, J Volmink, J Deeks, M Egger ","Cochrane Database Syst Rev,",2003,1514
K31wZJVYvgwJ,Realizing a Temporal Complex-Object Data Model,portal.acm.org,,,1515
gmEMjZ97hzUJ,"arck-Jones, and SJ Young. Openvocabulary speech indexing for voice and video mail retrieval","MG Brown, JT Foote",Proc. ACM,,1516
OPMpa2fJElwJ,Success acts for managers,"WM Williams, RJ Sternberg","Unpublished manuscript,",,1517
vyP0mYW6iosJ,Neill and G. Graefe. Multi-Table Joins Through Bitmapped Join Indexes,P OÌÄå¢,"SIGMOD Record,",,1518
iaOLRaqTWmEJ,Plan-per-tuple optimization solutionÌ¢??parallel execution of user defined functions,"F Carino, WOÌ¢??Connell","Proceedings of the VLDB Conf,",,1519
HMIklQOvEfoJ,Design and Evaluation of Incremental Data Structures and Algorithms for Dynamic Query Interfaces,"R Beigel, B Shneiderman",,,1520
WkEwby_uqXIJ,Justification of GIS as an infrastructure investment-some observations regarding GIS management in  ,"TO Chan, IP Williamson",,,1521
wK5TRamjBWEJ,The design and evaluation of Web based multimedia learning resources,"T Boyle, L Payne","Procs. of the Seventh Annual Conference on the Teaching of  &hellip;,",,1522
H182QsVlt7oJ,Formal description of realtime systems: A review.,"M Joseph, A Goswami","Information and Software Technology,",1989,1523
SikKssDJI1UJ,The asymptotic number of outerplanar graphs,"M Bodirsky, M Kang",,,1524
8IQIBOIMnNMJ,Second-Class Academics: Chicano/Latino Faculty in US Universities,H Garza,"NEW DIRECTIONS FOR TEACHING AND LEARNING,",1993,1525
ce-udbzE15sJ,Recommended setbacks from active normal faults,J McCalpin,"Proceedings of the 23rd Annual Symposium on Engineering  &hellip;,",,1526
p2g7W3hjACkJ,Lazy Theorem Proving for Bounded Model Checking over Infinite Domains,"L de Moura, H Ruess, M Sorea","LECTURE NOTES IN COMPUTER SCIENCE,",2002,1527
I7BIiWLtsmEJ,Arbitrary rectilinear block packing based on sequence pair,"MZ Kang, WWM Dai","Proceedings of the 1998 IEEE/ACM international conference on &hellip;,",1998,1528
xv-ACM6J6wwJ,The kDB-Tree A Search Structure for Large Multldlmenslonal Dynamic Indexes,JT RobmsonSla Robinson,"Proc ACMSIGMOD, pp l&amp;18,",,1529
CpIF8tGFTpgJ,Paradox Lost? Firm-Level Evidence on the Returns to Information Systems Spending,"E Brynjolfsson, L Hitt","Management Science,",1996,1530
WRf6lxzE-KIJ,Institutions Matter: Campus Teaching Environments' Impact on Senior Faculty,"MW LaCelle-Peterson, MJ Finkelstein","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1993,1531
mFBNuESCDBQJ,Carbon dioxide disposal from power stations,IEAGGRD Programme,,,1532
3fJOSz6ktwMJ,PATTERNS OF SOLAR PROTON EVENTS OVER FOUR SOLAR CYCLES,"MA Shea, DF Smart","Proc. 26th Int. Cosmic Ray Conf,",1999,1533
Y799jSppkKEJ,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases","R Agrawal, KI Lin, HS Sawhney, K Shim","VLDB,",1995,1534
OsMocAlkokcJ,"ENVIRONMENTAL CONCENTRATIONS OF SOME OF THE MAJOR INORGANIC POLLUTANTS AT THE BARC SITE, TROMBAY,  ","PK Zutshi, R Sequeira, TN Mahadevan, T Banerjee",,1969,1535
62ILWgoOWycJ,Antagonistic and agonistic effects of an extracellular fragment of nectin on formation of E-cadherin ,"T Honda, K Shimizu, T Kawakatsu, M Yasumi, T  ","Genes to Cells,",2003,1536
66YaiNqq000J,Commit Processing in Distributed Secure and Real-Time Transaction Processing Systems,PK Nagaraj,,1998,1537
WwdBNahl3OMJ,Play it again: a study of the factors underlying speech browsing behavior,"S Whittaker, J Hirschberg, C Nakatani","Proceedings of ACM CHI,",1998,1538
b7BZ0zXDZqQJ,Safety Considerations in Retailing Hydrogen,"JL Alcock, RF Cracknell, JJ Rowson, LC Shirvill, A ","World Hydrogen Energy Conference, Montreal, Canada, June,",,1539
9Kdx96GzdjgJ,Acrophile: an automated acronym extractor and server,"LS Larkey, P Ogilvie, MA Price, B Tamilio",,,1540
iKgD2XG9fhcJ,Optimization of Loops for Dynamic Datafiow Machines. Master's thesis,BS Ang,,1992,1541
qmLj0zlHGHIJ,Leukotrienes: their formation and role as inflammatory mediators,AW Ford-Hutchinson,"Fed Proc,",1985,1542
rb-uEalHMDEJ,The current state of EDI in Greece,"GI Doukidis, A Fragopoulou, J Anagnostopoulos","1st Greek EDI Conference, athens, Greece, November,",,1543
i9zeYCZ7zagJ,Linking school and work for disadvantaged youths: the YIEPP demonstration: final implementation  ,WA Diaz,,1982,1544
qljig-4aHLUJ,What's the Meaning of This?,RL Kay,,,1545
AXxDTeK9q7IJ,A Very Elementary Presentation of the Hannenhalli-Pevzner Theory,A Bergeron,"LECTURE NOTES IN COMPUTER SCIENCE,",2001,1546
4abl38Q9iH4J,SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine,"CS Li, LD Bergman, YC Chang, V Castelli, JR Smith","SIGMOD RECORD,",2000,1547
F_4IXNYtjsQJ,Space-filling curves,H Sagan,,1994,1548
U_kMk6SDSFoJ,Synthetic gene transfer vectors. 1993,JP Behr,Acc. Chem.,,1549
5CAfGmHl5GkJ,Maximal objects and the semantics of universal relation databases,"D Maier, JD Ullman","ACM Transactions on Database Systems,",1983,1550
Vye8ZGnNq5MJ,Skip Navigator Department Chair: Jonathan Mark Kenoyer,FS List,,1999,1551
LiM-C8Z1U6cJ,The need for liberal education,GK Davies,"New Directions for Higher Education,",1994,1552
cxnuI54po5EJ,A Transducer-Based XML Query Processor,", P Mukhopadhyay, Y Papakonstantinou","VLDB,",2002,1553
5-ezTaBFYB8J,PARENTSÌ¢??PERCEPTION AND KNOWLEDGE LEVEL OF TRANSITION SERVICES AND PROGRAMMING NEEDS,SC Fox,,2001,1554
O6fER2UwriIJ,Neuroleptic malignant syndrome associated with Olanzapine therapy: a case report,"SC Stanfield, T Privette","Journal of Emergency Medicine,",2000,1555
rmtEGXAXHKIJ,"Query Caching and Optimization in Distributed Mediator Systems, proceedings of ACM SIGMOD  ","S Adali, KS Candan, Y Papakonstantinou, VS  ","Montreal, Canada, June",,1556
f60e8vo9Qm0J,Identification and Estimation of the Triangular Simultaneous Equations Model in the Absence of  ,"R Klein, F Vella",,2003,1557
beuEvcUdgMMJ,Contract manufacturers aloof toward rivals?,B Levine,"Electronic News,",,1558
pvc77Suc7RoJ,Analyse und Synthese nichtlinearer Regelungssysteme mittels Dierentialalgebra,"T Wey, F Svaricek","Automatisierungstechnik-at,",,1559
NmeWVrPPLnsJ,Zwischenbericht zum Forschungsbericht Ì¢??KÌÄå_rpererleben in TonrÌÄå_umenÌ¢??,"P Wiedemann, R Beckner, B Fliegener, F Janofske,  ","Berlin, Technical University,",,1560
k_bokTXTHvsJ,Microsoft Exchange server 2003,WR Stanek,,2004,1561
g0foWYluK-cJ,Archaeological survey of Mossyrock Reservoir.,WS Dancey,,1969,1562
8NarhnbHofMJ,Smoothed Analysis of Algorithms: Why the Simplex Algorithm Usually Takes Polynomial Time,"DA Spielman, SH Teng","JOURNAL-ACM,",2004,1563
mH3S3E7-hHgJ,Epidemic carbon monoxide poisoning following a winter storm,"PM Houck, NB Hampson","Journal of Emergency Medicine,",1997,1564
DTYGwXv48DsJ,A Compilation-based Software Estimation Scheme for Hardware/Software Co-simulation,"M Lajolo, M Lazarescu, A Sangiovanni-Vincentelli",,,1565
Rtxud8p2z6YJ,WhitesÌ¢??opposition to busing: Symbolic racism or realistic group conflict,L Bobo,"Journal of Personality and Social Psychology,",,1566
cVSxO8Nt76gJ,A 28 GHz gyrotron with a permanent magnet system for industry applications,"H Asano, K Kikunaga, K Hemmi, F Sato, T Tsukamoto","Proc. 21st Int. Conf. on Infrared and Millimeter Waves,  &hellip;,",,1567
a6Pekw0uLjgJ,The office of the future: A unified approach to image-based modeling,"R Raskar, G Welch, M Cutts, A Lake, L Stesin, H  ","Proceedings of ACM SIGRAPH,",,1568
a8piClXiZTIJ,"Alan L. cox, Sandhya Dwarkadas, Pete Keleher, Honghui Lu, Ramakrishnan Rajamony, Weimin Yu, and  ",C Amza,"IEEE Computer,",,1569
Pk09A5EmsOoJ,Efficient Algorithms for Processing XPath Queries. Extended version,"G Gottlob, C Koch, R Pichler","Proc. of the 28th International Conference on Very Large  &hellip;,",,1570
pZ4BPuwthaQJ,Technology Alone No Match for Security Risks,S Van Dijk,"Computerworld,",,1571
Iv5ZAcQCL0cJ,Guarding the data warehouse gate,D Radcliff,"Computerworld,",,1572
RfOiDQ1YW1kJ,High Temperature Corrosion,"GC Wood, FH Stott","Proc. Int. Conf. NACE-6,",,1573
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210432AH,The nu (sub 4) and nu (sub 7) bands of CD 3 CN with coriolis coupling and other resonance  ,"M KOIVUSAARI, R ANTTILA","Proceedings of the 25 th Annual Conference of the Finnish  &hellip;,",1991,1574
p1Ja2VEgxCEJ,Succinct Descriptions of Regular Languages with BinaryÌ¢??-NFAs,L van Zijl,,,1575
dGZP6StwvVYJ,"Teacher expectations: Self-fulfilling prophecies, perceptual biases, and accuracy",L Jussim,"Journal of Personality and Social Psychology,",,1576
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101200%26type%3Dpdf,Media Gallery TVÌ¢??View and Shop your Photos on Interactive Digital Television,"S Thieme, A Scherp, M Albrecht, S Boll","Proceedings of the 13th annual ACM international conference  &hellip;,",2005,1577
rdvTTu9dzcYJ,The presentation of tetanus in an emergency department-tetanus,"SO Henderson, T Mody, DE Groth, JJ Moore, E Newton","Journal of Emergency Medicine,",1998,1578
oclahKcHIMQJ,Physics 133 Lectures: Winter quarter,S Peale,"University of California, Santa Barbara,",,1579
Iu5gdskx0hMJ,Detection of chlamydia by DNA hybridization with a native chlamydial plasmid probe,"S Kahane, I Sarov","Submitted for publication,",,1580
url:http://doi.wiley.com/10.1002/ev.1617,Meeting the market for quality evaluation in education,A Ginsburg,"New Directions for Program Evaluation,",1992,1581
kEAMnBGzuqUJ,Surface Reconstruction from Unorganized Point Clouds,"H Hoppe, T Derose, T Duchamp, J McDonald, W  ","Proc. of ACM Siggraph,",,1582
di2sVW1EtCoJ,DISK SHADOWING,J Gray,,,1583
KpJ2nAgzE6oJ,The growth habits and surface structure of ice crystals,"BJ Mason, GW Bryant, AP Van den Heuvel","Phil. Mag,",,1584
Twgkfvel0ugJ,An Investigation of Age and Gender Differences in Physical Self-Concept Among Turkish Late  ,"ADOLESCENCE-SAN DIEGO-, 2002",,2002,1585
ypIwIw0dXTEJ,Keynote address,T Bailey,"Women in Aviation International Conference, Reno, NV, March,",,1586
Onu8i3KheEoJ,GAMMA-A High Performance Backend Database Machine,D DeWi DewittÌ¢?å_,"Proc. 12th VLDB Co@., Kyoto, Japan, Aug,",,1587
rYnpxMojYmMJ,Resources for Outreach and Recruitment.,CE Johns,"New Directions for Higher Education,",1975,1588
gm2FRRPEVCYJ,Performance evaluation of a relational associative processor,"EA Ozkarahan, SA Schuster, KC Sevcik","ACM Transactions on Database Systems,",1977,1589
1CRXpyjMct8J,Seminar on Deaf-Blindness for Interpreters for the Deaf,HC Anderson,"A Project Report on Demonstration and Training of  &hellip;,",,1590
3znSlb-uH3cJ,EPESE composite measures and other commonly used measures: Description and documentation of original ,R Landerman,"Unpublished manuscript,",,1591
beti2EIiVaMJ,SPACE-BOUNDED QUANTUM COMPUTATION,JH Watrous,,1998,1592
NnGjSmkSCz4J,Ten Steps to a Secure Wireless Network,K Karagiannis,"PC Magazine,",,1593
Km9CzIjaWJkJ,Wavelet packet modelling of infant sleep state using heart rate data,"GP Nason, T Sapatinas, A Sawczenko","submitted for publication,",1999,1594
4IaWCBK6dMQJ,InfoHarness: A System for Search and Retrieval of Heterogeneous Information,"L Shklar, A Sheth, V Kashyap, S Thatte","SIGMOD Conference,",1995,1595
9qfO-thslh8J,Information Technology Implementation Research: A Technological Diffusion Approach,"RB Cooper, RW Zmud","Management Science,",1990,1596
Hw3xs4BKenYJ,Electrical resistivity of molten iron,RW Powell,"Phil. Mag,",,1597
KWLo8N7audwJ,K. and Knox. S.(1990) Contextual Design: An Emergent View of System Design,DH Wixon,Proceedings of ACM SIGCHI conference,,1598
UeJ7WQR17wIJ,Geometric control and calibration method of an industrial robot,B Schefer,"Proceedings of 12th ISIR,",,1599
2Zr6riaJxzIJ,"Martingales and stochastic integrals in the theory of continuous trading, Stoch","JM Harrison, SR Pliska","Proc. Appl,",,1600
trRbs19RXpcJ,Prevalence of baseline drug resistance mutations in primary HIV infection patients from the QUEST  ,"V Miller, L Perrin, J Modai","San Diego,",,1601
i4IGQtoPEGwJ,LINKING COMMUNITY RESOURCES TO FAMILY SURVIVAL STRATEGIES,R Shaffer,,1996,1602
rb9-jqUV19YJ,The Roles of Supervisory Support Behaviors and Environmental Policy in Employee&quot; Ecoinitiatives&quot; at  ,"CA Ramus, U Steger",,,1603
url:http://www.geography.org.uk/journals/Journals.asp%3FarticleID%3D43,Margaret Robertson and Andrew Fluck,"P Geographer, T Geography","Geography,",2005,1604
bs1ETBV7gCsJ,Some studies on fluid structure interaction problems,"RK Singh, A Kakodkar, T Kant",,1988,1605
mh2Lc6l9gwAJ,Providing VCR capabilities in large-scale video servers,"JK Dey-Sircar, JD Salehi, JF Kurose, D Towsley","Proceedings of the second ACM international conference on  &hellip;,",1994,1606
8B-KY_3fXlkJ,An Efficient Implementation of a Relational Data Base,MS Furman,"VLDB,",1985,1607
KdU3I-vB5UkJ,Measuring the Conditions of the WorldÌ¢??s Poor: The Physical Quality of Life Index,MD Morris,,,1608
Vp2WiW9vCvgJ,A Semantics for Model Management Operators,"S Melnik, PA Bernstein, A Halevy, E Rahm",,,1609
v7bxbxllRJ4J,Fundamental architectural considerations for network processors,"M Peyravian, J Calvignac","Computer Networks,",2003,1610
D0z0BDnbnFcJ,"TriantaÌâå¨ llou, P., Zioga, F., 1997. Principles of optimally placing data in tertiary storage  ",S Christodoulakis,Proceedings of the 23rd VLDB,,1611
FkN1CMYi7ocJ,Comparison of Some Aspects of Bolting Mechanisms Between Fully-Grouted Resin and Tensioned Bolts in  ,"A Yassien, YQ Zhang, JS Han, SS Peng","Proc. 21st Int&#39;l Conference on Ground Control in Mining,",,1612
XE8bM1yIQDIJ,Place and society in Jane AustenÌ¢??s England,D Herbert,"Geography,",,1613
cvyk-3V6NjgJ,Why sort-merge gives the best implementation of the natural joins,1983,,1983,1614
w_oXiQ-bR70J,Efficient Concurrency Control for Broadcast Environments,"J Shnmugasundram, A Nithrakashyap, R Sivasankaran, ","Technical Report, 1997-062, Department of Computer Science, ",,1615
TGs5I-LE_GUJ,Clothing the E-Emperor,"JR Michener, SD Mohan",,,1616
ndogKIn6uckJ,"A case of withdrawal from the GHB precursors gamma-butyrolactone and 1, 4-butanediol","AB Schneir, BT Ly, RF Clark","Journal of Emergency Medicine,",2001,1617
Qz8ImlM7dwcJ,Tracking a moving object with a binary sensor network,"J Aslam, Z Butler, F Constantin, V Crespi, G  ","Proceedings of ACM Sensys,",2003,1618
hSWDGZiwxo8J,Applications of a Web Query Language,"GO Arocena, AO Mendelzon, GA Mihaila","WWW6 / Computer Networks,",1997,1619
48yPkagEkIsJ,Generation and search of clustered files,"G Salton, A Wong","ACM Transactions on Database Systems,",1978,1620
_7wLvEv8c4wJ,Recognizing Problems in State Universities.,CJ Ping,"New Directions for Higher Education,",1986,1621
6dxsdexQ1rAJ,"Bacterial abundance, activity, and diversity at extremely cold temperatures in Arctic sea ice [Ph. D ",K Junge,"University of Washington, Seattle,",,1622
url:http://portal.acm.org/citation.cfm%3Fid%3D197206.197257,Source Proceedings of symposium D of the 1993 E-MRS spring meeting on Integrated processing for  ,"H Sik, M Riet, C Dubon-Chevallier, B Sermage","Proceedings of symposium D of the 1993 E-MRS spring meeting  &hellip;,",1994,1623
aYsklS2X6WoJ,Complexity of multiway cuts.,"E Dahlhaus, DS Johnson, CH Papadimitriou, PD  ","CONF PROC ANNU ACM SYMP THEORY COMPUT., ACM, NEW YORK, NY( &hellip;,",1992,1624
hR4LhAXvy3cJ,Securing the AES Finalists Against Power Analysis Attacks,TS Messerges,"LECTURE NOTES IN COMPUTER SCIENCE,",2001,1625
TwF4pC7I7YoJ,The emerging STEP standard for production-model data exchange,G Trapp,"IEEE Computer,",,1626
QkksMN9z_4UJ,"Integrating distributional, prosodic and phonological information in a connectionist model of  ","MH Christiansen, RAC Dale",,,1627
oyCWMHBXjyEJ,Program abstract for NEER Grant DE-FG-07-99ID13781,JP Blanchard,"University of Wisconsin,",,1628
UKW2dj7rRcMJ,On Matrices with Connections,W Bibel,"Journal of the ACM (JACM),",1981,1629
J84YOR_TmAEJ,"Evaluating Cavern Tests and Subsurface Subsidence Using Simple Numerical Models, 7th Symp. on Salt",LL Van Sambeek,Vol.,,1630
bNkoXUGHdkQJ,Advances in mixed-method evaluation: The challenges and benefits of integrating diverse paradigms,"V Caracelli, J Greene, J Greene, V Caracelli",New directions for program evaluation,,1631
nwVTUGXIieIJ,Unitary Orbital Conception of Elementary Particles and their Interactions,G Sardin,,,1632
cjgzdPvwqOIJ,Issues in Developing Context-Aware Computing,"J Pascoe, N Ryan, D Morse","LECTURE NOTES IN COMPUTER SCIENCE,",1999,1633
oeyJRz6sOwUJ,"Using content models to build audio-video summaries, Poster presentation and poster paper","J Saarela, B Merialdo",Proc. ACM,,1634
vAFpH9WkMw0J,An immittance-type stability test for two-dimensional digital filters,Y Bistritz,"Proc. 28th Asilomar Conf. Signals, Systems, Computers,",,1635
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210416AH,Beam test results of ion-implanted silicon strip detectors on a 100 mm wafer(Abstract Only),"I HIETANEN, J LINDGREN, R ORAVA, T TUUVA, R  ","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991,1636
hG1SJgdGhTcJ,DG Holloway,JW JOHNSON,"Phil. Mag,",,1637
cpDbnmmWwb8J,STRRVersion2. 0 [Computerprogrammanual],"S Fowler, R andIngham","&hellip;  manuscript, University of California, Santa Barbara,",,1638
SMyqExgNsUAJ,DEVICE: Compiling production rules into event-driven rules using complex events,"N Bassiliades, I Vlahavas",,,1639
TBAjbqFoc1MJ,"Native Trout of Western North America. American Fisheries Society, Betheseda",RJ Behnke,"MD,",,1640
k9dMc387oowJ,The basic dilemma: Sovereignty or assimilation,"T Schouls, J Olthuis, D Engelstad",Nation,,1641
1AQgV8siBHwJ,"Workspace Characteristics, Cusp Locations, and Boundary Crossing for General RRP Regional Structures ","PE Riley, LE Torfason",Proceedings of the 23rd Biennial Mechanisms,,1642
IkYTm4FI95gJ,Preisach modeling and compensation for smart material hysteresis,"D Hughes, JT Wen","Proc. SPIE,",1995,1643
